phi	pt	mothers	energy	pdg_id	long_lived	charge	eta	mass	event	daughters
2.3622508049	155.359054565	1009002,21,21	1808.28006612	1009323	0	0	-0.232546776533	1801.22497559	11043	
-0.473131507635	368.985809326	-1009002,1	1874.27963852	1009213	0	0	-0.873100280762	1801.05004883	11044	
2.6582300663	358.089294434	1009002,21,21	3125.65786088	1009213	0	0	2.6530649662	1801.05004883	11044	
0.822590172291	19.6048488617	-1009002,21	2293.16109387	1009323	0	0	4.9751830101	1801.22497559	11045	
-2.73405599594	26.4257030487	-1009002,21,21	1837.35928856	1009313	0	0	-3.31077599525	1801.22497559	11045	
2.29225420952	1046.13049316	-1009002,21,21	2083.31690011	1009223	0	1	-0.0431509166956	1801.05004883	11046	
-0.645386636257	770.912536621	1009002,21,21	1988.17532361	1009213	0	0	0.42638105154	1801.05004883	11046	
-0.65810585022	510.910766602	-1009002,21,21,21	2172.07623468	1009213	0	0	-1.51120722294	1801.05004883	11047	
2.51547551155	514.440490723	1009002,21,21	2273.10078518	1009213	0	0	-1.6484926939	1801.05004883	11047	
-1.21824347973	834.724487305	-1009002,21,21	1990.15010915	1009323	0	0	-0.166610091925	1801.22497559	11048	
1.89026594162	820.427368164	1009002,21,21,21	2514.98934189	1009323	0	0	-1.39393281937	1801.22497559	11048	
1.59346556664	84.5620117188	-1009002,21	1808.53875833	1009213	0	0	-1.28416848183	1801.05004883	11049	
-1.30249845982	157.506332397	-1009002,21,21	1820.35130317	1009323	0	0	-1.10182738304	1801.22497559	11049	
0.536089420319	425.158508301	-1009002,4	1861.42185899	1009223	0	1	0.456452012062	1801.05004883	11051	
